username,social_media_usage,online_shopping
User_4770,4,10
User_4771,15,0
User_4772,12,0
User_4773,15,2
User_4774,9,7
User_4775,13,6
User_4776,3,3
User_4777,0,6
User_4778,2,0
User_4779,13,0
User_4780,1,10
User_4781,4,6
User_4782,12,10
User_4783,6,10
User_4784,7,8
User_4785,13,1
User_4786,13,8
User_4787,6,7
User_4788,5,2
User_4789,15,10
User_4790,0,3
User_4791,14,10
User_4792,13,1
User_4793,10,9
User_4794,8,7
User_4795,14,6
User_4796,14,6
User_4797,6,0
User_4798,4,10
User_4799,6,10
User_4800,12,5
User_4801,5,2
User_4802,0,10
User_4803,10,10
User_4804,15,9
User_4805,9,8
User_4806,7,8
User_4807,5,4
User_4808,14,1
User_4809,3,3
User_4810,8,8
User_4811,0,6
User_4812,12,4
User_4813,7,8
User_4814,2,2
User_4815,2,0
User_4816,6,4
User_4817,1,6
User_4818,1,3
User_4819,14,8
User_4820,1,7
User_4821,8,7
User_4822,10,3
User_4823,14,4
User_4824,13,6
User_4825,5,1
User_4826,3,5
User_4827,8,6
User_4828,0,4
User_4829,2,7
User_4830,1,8
User_4831,3,7
User_4832,9,5
User_4833,2,7
User_4834,1,4
User_4835,0,4
User_4836,4,1
User_4837,3,6
User_4838,0,6
User_4839,8,9
User_4840,11,9
User_4841,8,4
User_4842,9,3
User_4843,15,2
User_4844,5,5
User_4845,8,4
User_4846,7,7
User_4847,13,2
User_4848,12,1
User_4849,2,9
User_4850,11,0
User_4851,14,4
User_4852,3,10
User_4853,3,4
User_4854,6,6
User_4855,9,4
User_4856,12,4
User_4857,1,8
User_4858,6,2
User_4859,10,1
User_4860,7,10
User_4861,12,1
User_4862,6,1
User_4863,0,3
User_4864,15,0
User_4865,13,4
User_4866,13,8
User_4867,12,9
User_4868,9,9
User_4869,15,5
User_4870,15,5
User_4871,4,8
User_4872,0,2
User_4873,0,1
User_4874,3,3
User_4875,12,7
User_4876,14,5
User_4877,5,5
User_4878,11,8
User_4879,9,6
User_4880,1,10
User_4881,4,9
User_4882,1,9
User_4883,3,5
User_4884,13,7
User_4885,5,6
User_4886,15,8
User_4887,7,9
User_4888,14,1
User_4889,2,4
User_4890,7,1
User_4891,2,7
User_4892,5,10
User_4893,10,5
User_4894,6,8
User_4895,13,5
User_4896,13,6
User_4897,11,4
User_4898,13,6
User_4899,13,10
User_4900,1,4
User_4901,9,9
User_4902,14,3
User_4903,4,0
User_4904,11,8
User_4905,5,9
User_4906,6,6
User_4907,0,2
User_4908,11,7
User_4909,2,5
User_4910,6,3
User_4911,6,8
User_4912,6,5
User_4913,1,6
User_4914,13,6
User_4915,7,3
User_4916,13,7
User_4917,14,8
User_4918,3,9
User_4919,1,6
User_4920,8,8
User_4921,11,7
User_4922,14,3
User_4923,1,2
User_4924,11,0
User_4925,9,2
User_4926,3,2
User_4927,1,1
User_4928,3,3
User_4929,1,3
User_4930,15,8
User_4931,2,3
User_4932,1,9
User_4933,5,5
User_4934,12,5
User_4935,4,0
User_4936,8,4
User_4937,4,9
User_4938,1,2
User_4939,5,4
User_4940,7,0
User_4941,12,6
User_4942,6,6
User_4943,8,9
User_4944,12,0
User_4945,15,8
User_4946,6,8
User_4947,7,3
User_4948,7,4
User_4949,14,2
User_4950,9,2
User_4951,5,10
User_4952,14,3
User_4953,14,10
User_4954,15,6
User_4955,9,5
User_4956,4,5
User_4957,8,7
User_4958,4,9
User_4959,5,1
User_4960,12,1
User_4961,0,9
User_4962,8,3
User_4963,8,10
User_4964,1,10
User_4965,7,5
User_4966,12,8
User_4967,0,10
User_4968,1,0
User_4969,0,3
User_4970,6,9
User_4971,13,0
User_4972,9,8
User_4973,11,10
User_4974,4,10
User_4975,14,10
User_4976,13,8
User_4977,4,6
User_4978,4,8
User_4979,7,9
User_4980,11,9
User_4981,12,5
User_4982,2,7
User_4983,10,1
User_4984,9,3
User_4985,5,2
User_4986,4,1
User_4987,6,0
User_4988,10,4
User_4989,1,1
User_4990,13,5
User_4991,9,10
User_4992,11,8
User_4993,15,7
User_4994,4,6
User_4995,7,5
User_4996,6,4
User_4997,10,2
User_4998,13,0
User_4999,1,3
User_5000,4,7
